Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,OperatingHoursId,CustomerPriority__c,SLA__c,Active__c,NumberofLocations__c,UpsellOpportunity__c,SLASerialNumber__c,SLAExpirationDate__c,,PrimaryContact__c,Sector__c,Tier__c
71108,,,Lamna Healthcare Company pte.Ltd 3,Account,6013,,,,,,,,,,,,,,,,,,,,lamnahealthcare_pte.ltd_3.com,,,Technology,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5116,Internet and Media Services ,Tier 3
71109,,,Lucerne Publishing LLC 8,Account,6015,,,,,,,,,,,,,,,,,,,,lucernepublishing_llc_8.com,,,Technology,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5149,Internet and Media Services ,Tier 1
71110,,,Lucerne Publishing Inc 3,Account,6015,,,,,,,,,,,,,,,,,,,,lucernepublishing_inc_3.com,,,Technology,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5020,Internet and Media Services ,Tier 2
71111,,,Lucerne Publishing Inc 4,Account,6015,,,,,,,,,,,,,,,,,,,,lucernepublishing_inc_4.com,,,Technology,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5065,Internet and Media Services ,Tier 3
71112,,,Margie's Travel LLC 2,Account,6016,,,,,,,,,,,,,,,,,,,,margiestravel_llc_2.com,,,Technology,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5101,Internet and Media Services ,Tier 1
71113,,,Margie's Travel pte.Ltd 7,Account,6016,,,,,,,,,,,,,,,,,,,,margiestravel_pte.ltd_7.com,,,Technology,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5026,Internet and Media Services ,Tier 2
71114,,,Munson's Pickles and Preserves Farm LLC 2,Account,6017,,,,,,,,,,,,,,,,,,,,munsonspicklesandpreservesfarm_llc_2.com,,,Technology,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5131,Internet and Media Services ,Tier 3
71115,,,Munson's Pickles and Preserves Farm LLC 6,Account,6017,,,,,,,,,,,,,,,,,,,,munsonspicklesandpreservesfarm_llc_6.com,,,Technology,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5093,Internet and Media Services ,Tier 1
71116,,,Nod Publishers Corp 2,Account,6018,,,,,,,,,,,,,,,,,,,,nodpublishers_corp_2.com,,,Technology,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5148,Internet and Media Services ,Tier 3
71117,,,Nod Publishers Corp 9,Account,6018,,,,,,,,,,,,,,,,,,,,nodpublishers_corp_9.com,,,Technology,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5147,Internet and Media Services ,Tier 3
71118,,,Nod Publishers LLC 4,Account,6018,,,,,,,,,,,,,,,,,,,,nodpublishers_llc_4.com,,,Technology,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5115,Internet and Media Services ,Tier 1
71119,,,Nod Publishers Inc 6,Account,6018,,,,,,,,,,,,,,,,,,,,nodpublishers_inc_6.com,,,Technology,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5061,Internet and Media Services ,Tier 2
71120,,,Nod Publishers pte.Ltd 0,Account,6018,,,,,,,,,,,,,,,,,,,,nodpublishers_pte.ltd_0.com,,,Technology,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5123,Internet and Media Services ,Tier 1
71121,,,Northwind Traders Corp 5,Account,6019,,,,,,,,,,,,,,,,,,,,northwindtraders_corp_5.com,,,Technology,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5113,Internet and Media Services ,Tier 2
71122,,,"Proseware, Inc. Corp 0",Account,6020,,,,,,,,,,,,,,,,,,,,proseware_corp_0.com,,,Technology,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5060,Internet and Media Services ,Tier 2
71123,,,"Proseware, Inc. Corp 1",Account,6020,,,,,,,,,,,,,,,,,,,,proseware_corp_1.com,,,Technology,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5051,Internet and Media Services ,Tier 1
71124,,,"Proseware, Inc. pte.Ltd 9",Account,6020,,,,,,,,,,,,,,,,,,,,proseware_pte.ltd_9.com,,,Technology,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5050,Internet and Media Services ,Tier 2
71125,,,Relecloud Ltd 0,Account,6021,,,,,,,,,,,,,,,,,,,,relecloud_ltd_0.com,,,Technology,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083,Internet and Media Services ,Tier 3
71126,,,Relecloud LLC 2,Account,6021,,,,,,,,,,,,,,,,,,,,relecloud_llc_2.com,,,Technology,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100,Internet and Media Services ,Tier 3
71127,,,Southridge Video Corp 1,Account,6022,,,,,,,,,,,,,,,,,,,,southridgevideo_corp_1.com,,,Technology,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5098,Internet and Media Services ,Tier 2
71128,,,Southridge Video Inc 6,Account,6022,,,,,,,,,,,,,,,,,,,,southridgevideo_inc_6.com,,,Technology,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5002,Internet and Media Services ,Tier 3
71129,,,Tailwind Traders Ltd 8,Account,6024,,,,,,,,,,,,,,,,,,,,tailwindtraders_ltd_8.com,,,Technology,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5132,Internet and Media Services ,Tier 2
71130,,,Tailwind Traders LLC 6,Account,6024,,,,,,,,,,,,,,,,,,,,tailwindtraders_llc_6.com,,,Technology,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035,Internet and Media Services ,Tier 3
71131,,,Tailwind Traders Inc 9,Account,6024,,,,,,,,,,,,,,,,,,,,tailwindtraders_inc_9.com,,,Technology,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5048,Internet and Media Services ,Tier 1
71132,,,Tailwind Traders pte.Ltd 8,Account,6024,,,,,,,,,,,,,,,,,,,,tailwindtraders_pte.ltd_8.com,,,Technology,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5043,Internet and Media Services ,Tier 2
71133,,,The Phone Company Corp 6,Account,6025,,,,,,,,,,,,,,,,,,,,thephone-company_corp_6.com,,,Technology,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5164,Internet and Media Services ,Tier 3
71134,,,The Phone Company Inc 2,Account,6025,,,,,,,,,,,,,,,,,,,,thephone-company_inc_2.com,,,Technology,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5049,Internet and Media Services ,Tier 1
71135,,,"VanArsdel, Ltd. Corp 3",Account,6026,,,,,,,,,,,,,,,,,,,,vanarsdelltd_corp_3.com,,,Technology,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5028,Internet and Media Services ,Tier 1
71136,,,"VanArsdel, Ltd. LLC 1",Account,6026,,,,,,,,,,,,,,,,,,,,vanarsdelltd_llc_1.com,,,Technology,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5096,Internet and Media Services ,Tier 2
71137,,,Wide World Importers Ltd 0,Account,6027,,,,,,,,,,,,,,,,,,,,wideworldimporters_ltd_0.com,,,Technology,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5075,Internet and Media Services ,Tier 2
71138,,,Wingtip Toys Inc 7,Account,6028,,,,,,,,,,,,,,,,,,,,wingtiptoys_inc_7.com,,,Technology,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5107,Internet and Media Services ,Tier 2
71139,,,Wingtip Toys pte.Ltd 4,Account,6028,,,,,,,,,,,,,,,,,,,,wingtiptoys_pte.ltd_4.com,,,Technology,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5130,Internet and Media Services ,Tier 2
71140,,,Woodgrove Bank LLC 3,Account,6029,,,,,,,,,,,,,,,,,,,,woodgrovebank_llc_3.com,,,Technology,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5157,Internet and Media Services ,Tier 3
71141,,,Adatum Corporation Inc 1,Account,6000,,,,,,,,,,,,,,,,,,,,adatum_inc_1.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5116,Consumer Products,Tier 3
71142,,,Adventure Works Cycles Corp 8,Account,6001,,,,,,,,,,,,,,,,,,,,adventure-works_corp_8.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5031,Consumer Products,Tier 3
71143,,,Adventure Works Cycles LLC 8,Account,6001,,,,,,,,,,,,,,,,,,,,adventure-works_llc_8.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5140,Consumer Products,Tier 2
71144,,,Bellows College Ltd 3,Account,6003,,,,,,,,,,,,,,,,,,,,bellowscollege_ltd_3.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5117,Consumer Products,Tier 1
71145,,,Bellows College Ltd 9,Account,6003,,,,,,,,,,,,,,,,,,,,bellowscollege_ltd_9.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5123,Consumer Products,Tier 3
71146,,,Bellows College Inc 6,Account,6003,,,,,,,,,,,,,,,,,,,,bellowscollege_inc_6.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5050,Consumer Products,Tier 1
71147,,,Bellows College pte.Ltd 5,Account,6003,,,,,,,,,,,,,,,,,,,,bellowscollege_pte.ltd_5.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5091,Consumer Products,Tier 1
71148,,,Best For You Organics Company pte.Ltd 7,Account,6004,,,,,,,,,,,,,,,,,,,,bestforyouorganics_pte.ltd_7.com,,,Retail,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5145,Consumer Products,Tier 1
71149,,,Contoso Suites Inc 4,Account,6005,,,,,,,,,,,,,,,,,,,,contososuites_inc_4.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5068,Consumer Products,Tier 1
71150,,,Consolidated Messenger Corp 1,Account,6006,,,,,,,,,,,,,,,,,,,,consolidatedmessenger_corp_1.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5172,Consumer Products,Tier 2
71151,,,Consolidated Messenger Corp 3,Account,6006,,,,,,,,,,,,,,,,,,,,consolidatedmessenger_corp_3.com,,,Retail,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5168,Consumer Products,Tier 1
71152,,,Consolidated Messenger Corp 7,Account,6006,,,,,,,,,,,,,,,,,,,,consolidatedmessenger_corp_7.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040,Consumer Products,Tier 3
71153,,,Consolidated Messenger pte.Ltd 2,Account,6006,,,,,,,,,,,,,,,,,,,,consolidatedmessenger_pte.ltd_2.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5051,Consumer Products,Tier 1
71154,,,Consolidated Messenger pte.Ltd 3,Account,6006,,,,,,,,,,,,,,,,,,,,consolidatedmessenger_pte.ltd_3.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5098,Consumer Products,Tier 2
71155,,,Consolidated Messenger pte.Ltd 6,Account,6006,,,,,,,,,,,,,,,,,,,,consolidatedmessenger_pte.ltd_6.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5132,Consumer Products,Tier 1
71156,,,Fabrikam Residences Ltd 4,Account,6008,,,,,,,,,,,,,,,,,,,,fabrikamresidences_ltd_4.com,,,Retail,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5146,Consumer Products,Tier 1
71157,,,Fabrikam Residences Ltd 6,Account,6008,,,,,,,,,,,,,,,,,,,,fabrikamresidences_ltd_6.com,,,Retail,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5020,Consumer Products,Tier 1
71158,,,First Up Consultants Inc 5,Account,6009,,,,,,,,,,,,,,,,,,,,firstupconsultants_inc_5.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5133,Consumer Products,Tier 3
71159,,,Fourth Coffee Corp 2,Account,6010,,,,,,,,,,,,,,,,,,,,fourthcoffee_corp_2.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5161,Consumer Products,Tier 3
71160,,,Fourth Coffee Corp 5,Account,6010,,,,,,,,,,,,,,,,,,,,fourthcoffee_corp_5.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5147,Consumer Products,Tier 2
71161,,,Fourth Coffee LLC 3,Account,6010,,,,,,,,,,,,,,,,,,,,fourthcoffee_llc_3.com,,,Retail,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5157,Consumer Products,Tier 1
71162,,,Fourth Coffee LLC 5,Account,6010,,,,,,,,,,,,,,,,,,,,fourthcoffee_llc_5.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5101,Consumer Products,Tier 2
71163,,,Fourth Coffee LLC 6,Account,6010,,,,,,,,,,,,,,,,,,,,fourthcoffee_llc_6.com,,,Retail,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5062,Consumer Products,Tier 1
71164,,,Fourth Coffee LLC 8,Account,6010,,,,,,,,,,,,,,,,,,,,fourthcoffee_llc_8.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5063,Consumer Products,Tier 2
71165,,,Fourth Coffee Inc 5,Account,6010,,,,,,,,,,,,,,,,,,,,fourthcoffee_inc_5.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5147,Consumer Products,Tier 1
71166,,,Fourth Coffee Inc 9,Account,6010,,,,,,,,,,,,,,,,,,,,fourthcoffee_inc_9.com,,,Retail,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5115,Consumer Products,Tier 3
71167,,,Fourth Coffee pte.Ltd 0,Account,6010,,,,,,,,,,,,,,,,,,,,fourthcoffee_pte.ltd_0.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5114,Consumer Products,Tier 1
71168,,,Graphic Design Institute Ltd 0,Account,6011,,,,,,,,,,,,,,,,,,,,graphicdesigninstitute_ltd_0.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083,Consumer Products,Tier 3
71169,,,Graphic Design Institute pte.Ltd 2,Account,6011,,,,,,,,,,,,,,,,,,,,graphicdesigninstitute_pte.ltd_2.com,,,Retail,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5033,Consumer Products,Tier 1
71170,,,Humongous Insurance Ltd 1,Account,6012,,,,,,,,,,,,,,,,,,,,humongousinsurance_ltd_1.com,,,Retail,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011,Consumer Products,Tier 1
71171,,,Humongous Insurance Corp 2,Account,6012,,,,,,,,,,,,,,,,,,,,humongousinsurance_corp_2.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5143,Consumer Products,Tier 1
71172,,,Humongous Insurance pte.Ltd 0,Account,6012,,,,,,,,,,,,,,,,,,,,humongousinsurance_pte.ltd_0.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5128,Consumer Products,Tier 3
71173,,,Lamna Healthcare Company Ltd 1,Account,6013,,,,,,,,,,,,,,,,,,,,lamnahealthcare_ltd_1.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5064,Consumer Products,Tier 1
71174,,,Lamna Healthcare Company Inc 2,Account,6013,,,,,,,,,,,,,,,,,,,,lamnahealthcare_inc_2.com,,,Retail,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5152,Consumer Products,Tier 1
71175,,,Lamna Healthcare Company pte.Ltd 5,Account,6013,,,,,,,,,,,,,,,,,,,,lamnahealthcare_pte.ltd_5.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5008,Consumer Products,Tier 2
71176,,,Liberty's Delightful Sinful Bakery & Cafe Ltd 7,Account,6014,,,,,,,,,,,,,,,,,,,,libertysdelightfulsinfulbakeryandcafe_ltd_7.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5038,Consumer Products,Tier 1
71177,,,Liberty's Delightful Sinful Bakery & Cafe Inc 0,Account,6014,,,,,,,,,,,,,,,,,,,,libertysdelightfulsinfulbakeryandcafe_inc_0.com,,,Retail,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5116,Consumer Products,Tier 3
71178,,,Lucerne Publishing pte.Ltd 2,Account,6015,,,,,,,,,,,,,,,,,,,,lucernepublishing_pte.ltd_2.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040,Consumer Products,Tier 3
71179,,,Margie's Travel Ltd 0,Account,6016,,,,,,,,,,,,,,,,,,,,margiestravel_ltd_0.com,,,Retail,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5111,Consumer Products,Tier 1
71180,,,Margie's Travel Corp 0,Account,6016,,,,,,,,,,,,,,,,,,,,margiestravel_corp_0.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5027,Consumer Products,Tier 2
71181,,,Margie's Travel Inc 8,Account,6016,,,,,,,,,,,,,,,,,,,,margiestravel_inc_8.com,,,Retail,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5116,Consumer Products,Tier 3
71182,,,Nod Publishers Inc 2,Account,6018,,,,,,,,,,,,,,,,,,,,nodpublishers_inc_2.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5090,Consumer Products,Tier 2
71183,,,Northwind Traders Ltd 6,Account,6019,,,,,,,,,,,,,,,,,,,,northwindtraders_ltd_6.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5113,Consumer Products,Tier 2
71184,,,Northwind Traders LLC 1,Account,6019,,,,,,,,,,,,,,,,,,,,northwindtraders_llc_1.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5067,Consumer Products,Tier 3
71185,,,"Proseware, Inc. Ltd 7",Account,6020,,,,,,,,,,,,,,,,,,,,proseware_ltd_7.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5128,Consumer Products,Tier 3
71186,,,"Proseware, Inc. Corp 6",Account,6020,,,,,,,,,,,,,,,,,,,,proseware_corp_6.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5169,Consumer Products,Tier 2
71187,,,"Proseware, Inc. Inc 9",Account,6020,,,,,,,,,,,,,,,,,,,,proseware_inc_9.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5139,Consumer Products,Tier 1
71188,,,Relecloud LLC 6,Account,6021,,,,,,,,,,,,,,,,,,,,relecloud_llc_6.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5003,Consumer Products,Tier 1
71189,,,Relecloud LLC 9,Account,6021,,,,,,,,,,,,,,,,,,,,relecloud_llc_9.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5124,Consumer Products,Tier 2
71190,,,Relecloud Inc 5,Account,6021,,,,,,,,,,,,,,,,,,,,relecloud_inc_5.com,,,Retail,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5132,Consumer Products,Tier 3
71191,,,Southridge Video Ltd 2,Account,6022,,,,,,,,,,,,,,,,,,,,southridgevideo_ltd_2.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5060,Consumer Products,Tier 2
71192,,,Tailspin Toys pte.Ltd 7,Account,6023,,,,,,,,,,,,,,,,,,,,tailspintoys_pte.ltd_7.com,,,Retail,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5147,Consumer Products,Tier 2
71193,,,Tailwind Traders Ltd 7,Account,6024,,,,,,,,,,,,,,,,,,,,tailwindtraders_ltd_7.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078,Consumer Products,Tier 3
71194,,,Tailwind Traders Corp 4,Account,6024,,,,,,,,,,,,,,,,,,,,tailwindtraders_corp_4.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5047,Consumer Products,Tier 2
71195,,,Tailwind Traders Inc 7,Account,6024,,,,,,,,,,,,,,,,,,,,tailwindtraders_inc_7.com,,,Retail,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5013,Consumer Products,Tier 3
71196,,,The Phone Company Ltd 8,Account,6025,,,,,,,,,,,,,,,,,,,,thephone-company_ltd_8.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5158,Consumer Products,Tier 1
71197,,,The Phone Company LLC 4,Account,6025,,,,,,,,,,,,,,,,,,,,thephone-company_llc_4.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5137,Consumer Products,Tier 2
71198,,,"VanArsdel, Ltd. Inc 2",Account,6026,,,,,,,,,,,,,,,,,,,,vanarsdelltd_inc_2.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5154,Consumer Products,Tier 2
71199,,,Wide World Importers Ltd 9,Account,6027,,,,,,,,,,,,,,,,,,,,wideworldimporters_ltd_9.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5093,Consumer Products,Tier 2
71200,,,Wide World Importers Corp 3,Account,6027,,,,,,,,,,,,,,,,,,,,wideworldimporters_corp_3.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5005,Consumer Products,Tier 2
71201,,,Wide World Importers LLC 8,Account,6027,,,,,,,,,,,,,,,,,,,,wideworldimporters_llc_8.com,,,Retail,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5089,Consumer Products,Tier 1
71202,,,Wide World Importers Inc 8,Account,6027,,,,,,,,,,,,,,,,,,,,wideworldimporters_inc_8.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5111,Consumer Products,Tier 3
71203,,,Wingtip Toys Corp 7,Account,6028,,,,,,,,,,,,,,,,,,,,wingtiptoys_corp_7.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5101,Consumer Products,Tier 1
71204,,,Wingtip Toys Corp 9,Account,6028,,,,,,,,,,,,,,,,,,,,wingtiptoys_corp_9.com,,,Retail,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5026,Consumer Products,Tier 1
71205,,,Wingtip Toys Inc 6,Account,6028,,,,,,,,,,,,,,,,,,,,wingtiptoys_inc_6.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5117,Consumer Products,Tier 2
71206,,,Wingtip Toys Inc 8,Account,6028,,,,,,,,,,,,,,,,,,,,wingtiptoys_inc_8.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5149,Consumer Products,Tier 3
71207,,,Wingtip Toys pte.Ltd 7,Account,6028,,,,,,,,,,,,,,,,,,,,wingtiptoys_pte.ltd_7.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5056,Consumer Products,Tier 3
71208,,,Woodgrove Bank Ltd 2,Account,6029,,,,,,,,,,,,,,,,,,,,woodgrovebank_ltd_2.com,,,Retail,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5089,Consumer Products,Tier 2
71209,,,Woodgrove Bank Ltd 4,Account,6029,,,,,,,,,,,,,,,,,,,,woodgrovebank_ltd_4.com,,,Retail,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5150,Consumer Products,Tier 2
71210,,,Woodgrove Bank Inc 2,Account,6029,,,,,,,,,,,,,,,,,,,,woodgrovebank_inc_2.com,,,Retail,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5108,Consumer Products,Tier 2
71211,,,Woodgrove Bank pte.Ltd 1,Account,6029,,,,,,,,,,,,,,,,,,,,woodgrovebank_pte.ltd_1.com,,,Retail,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5148,Consumer Products,Tier 3
71212,,,Woodgrove Bank pte.Ltd 9,Account,6029,,,,,,,,,,,,,,,,,,,,woodgrovebank_pte.ltd_9.com,,,Retail,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5026,Consumer Products,Tier 2
71213,,,Adatum Corporation Inc 7,Account,6000,,,,,,,,,,,,,,,,,,,,adatum_inc_7.com,,,Financial Services,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5136,Real Estate,Tier 2
71214,,,Adventure Works Cycles Ltd 0,Account,6001,,,,,,,,,,,,,,,,,,,,adventure-works_ltd_0.com,,,Financial Services,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5119,Real Estate,Tier 2
71215,,,Adventure Works Cycles Ltd 1,Account,6001,,,,,,,,,,,,,,,,,,,,adventure-works_ltd_1.com,,,Financial Services,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5069,Real Estate,Tier 2
71216,,,Adventure Works Cycles Ltd 4,Account,6001,,,,,,,,,,,,,,,,,,,,adventure-works_ltd_4.com,,,Financial Services,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5153,Real Estate,Tier 1
71217,,,Adventure Works Cycles Ltd 9,Account,6001,,,,,,,,,,,,,,,,,,,,adventure-works_ltd_9.com,,,Financial Services,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5009,Real Estate,Tier 1
